Time (s),Processed X Mag,Processed Y Mag,Processed Z Mag,,
38.24247138,0.243835635,-0.170593392,-0.61248826,,38.25
38.30415354,0.243835635,-0.17608656,-0.631409173,,38.31
38.36712757,0.235901059,-0.17608656,-0.625916005,,38.37
38.42978408,0.230407891,-0.170593392,-0.64239551,,38.43
38.4941603,0.243835635,-0.178833144,-0.617981429,,38.5
38.5561542,0.238342467,-0.181579728,-0.628662589,,38.56
38.61959905,0.233154475,-0.178833144,-0.623169421,,38.62
38.68031519,0.241089051,-0.181579728,-0.625916005,,38.69
38.74118561,0.241089051,-0.170593392,-0.620728013,,38.75
38.80614041,0.235901059,-0.173339976,-0.628662589,,38.81
38.86636842,0.246582219,-0.17608656,-0.636902341,,38.87
38.92825712,0.235901059,-0.1654054,-0.617981429,,38.93
38.99116989,0.235901059,-0.178833144,-0.628662589,,39
